59,4,"[0, 1, 3, 4]","[0, 1, 4, 4]"
59,5,"[0, 4, 4, 4]","[0, 4, 4, 4]"
59,6,"[0, 1, 3, 4]","[0, 3, 3, 4]"
59,7,"[0, 2, 4, 4]","[0, 2, 4, 4]"
59,8,"[2, 3, 4, 4]","[2, 3, 4, 4]"
59,9,"[1, 3, 4, 4]","[1, 3, 4, 4]"
44,0,"[1, 2, 3, 4]","[1, 2, 4, 4]"
44,1,"[1, 2, 4, 4]","[1, 3, 4, 4]"
44,2,"[0, 3, 4, 4]","[0, 3, 4, 4]"
44,3,"[0, 3, 3, 4]","[0, 3, 3, 4]"
44,4,"[0, 1, 3, 4]","[0, 2, 4, 4]"
44,5,"[0, 3, 4, 4]","[0, 3, 4, 4]"
44,6,"[0, 2, 4, 4]","[0, 3, 4, 4]"
